Date,District,Vegetable,Sales (kg)
4/5/24,Jaffna,Cabbage,25750
4/5/24,Jaffna,Tomatoes,33000
4/5/24,Jaffna,Potatoes,12750
4/5/24,Jaffna,Brinjals,92750
4/5/24,Jaffna,Pumpkins,106000
4/5/24,Jaffna,Spinach,48500
4/6/24,Colombo,Carrots,315000
4/6/24,Colombo,Beans,377100
4/6/24,Colombo,Cabbage,360000
4/6/24,Colombo,Tomatoes,380700
4/6/24,Colombo,Potatoes,121500
4/6/24,Colombo,Brinjals,268200
4/6/24,Colombo,Pumpkins,316800
4/6/24,Colombo,Spinach,117000
4/6/24,Kandy,Carrots,163800
4/6/24,Kandy,Beans,107400
4/6/24,Kandy,Cabbage,116400
4/6/24,Kandy,Tomatoes,96600
4/6/24,Kandy,Potatoes,154200
4/6/24,Kandy,Brinjals,252600
4/6/24,Kandy,Pumpkins,54000
4/6/24,Kandy,Spinach,261600
4/6/24,Batticaloa,Carrots,79750
4/6/24,Batticaloa,Beans,34250
4/6/24,Batticaloa,Cabbage,100500
4/6/24,Batticaloa,Tomatoes,100000
4/6/24,Batticaloa,Potatoes,80250
4/6/24,Batticaloa,Brinjals,98500
4/6/24,Batticaloa,Pumpkins,31500
4/6/24,Batticaloa,Spinach,53250
4/6/24,Jaffna,Carrots,21000
4/6/24,Jaffna,Beans,64750
4/6/24,Jaffna,Cabbage,35250
4/6/24,Jaffna,Tomatoes,35000
4/6/24,Jaffna,Potatoes,46250
4/6/24,Jaffna,Brinjals,106250
4/6/24,Jaffna,Pumpkins,70750
4/6/24,Jaffna,Spinach,52250
4/7/24,Colombo,Carrots,125100
4/7/24,Colombo,Beans,445500
4/7/24,Colombo,Cabbage,276300
4/7/24,Colombo,Tomatoes,294300
4/7/24,Colombo,Potatoes,85500
4/7/24,Colombo,Brinjals,399600
4/7/24,Colombo,Pumpkins,129600
4/7/24,Colombo,Spinach,215100
4/7/24,Kandy,Carrots,163200
4/7/24,Kandy,Beans,223200
4/7/24,Kandy,Cabbage,264000
4/7/24,Kandy,Tomatoes,94200
4/7/24,Kandy,Potatoes,181200
4/7/24,Kandy,Brinjals,184800
4/7/24,Kandy,Pumpkins,84000
4/7/24,Kandy,Spinach,154200
4/7/24,Batticaloa,Carrots,66500
4/7/24,Batticaloa,Beans,120000
4/7/24,Batticaloa,Cabbage,92750
4/7/24,Batticaloa,Tomatoes,45250
4/7/24,Batticaloa,Potatoes,19750
4/7/24,Batticaloa,Brinjals,101000
4/7/24,Batticaloa,Pumpkins,74250
4/7/24,Batticaloa,Spinach,33250
4/7/24,Jaffna,Carrots,67000
4/7/24,Jaffna,Beans,31250
4/7/24,Jaffna,Cabbage,61000
4/7/24,Jaffna,Tomatoes,123000
4/7/24,Jaffna,Potatoes,88750
4/7/24,Jaffna,Brinjals,71000
4/7/24,Jaffna,Pumpkins,120250
4/7/24,Jaffna,Spinach,82000
4/8/24,Colombo,Carrots,297000
4/8/24,Colombo,Beans,425700
4/8/24,Colombo,Cabbage,300600
4/8/24,Colombo,Tomatoes,106200
4/8/24,Colombo,Potatoes,336600
4/8/24,Colombo,Brinjals,398700
4/8/24,Colombo,Pumpkins,78300
4/8/24,Colombo,Spinach,228600
4/8/24,Kandy,Carrots,264600
4/8/24,Kandy,Beans,75000
4/8/24,Kandy,Cabbage,211200
4/8/24,Kandy,Tomatoes,291600
4/8/24,Kandy,Potatoes,256800
4/8/24,Kandy,Brinjals,213000
4/8/24,Kandy,Pumpkins,247800
4/8/24,Kandy,Spinach,86400
4/8/24,Batticaloa,Carrots,64000
4/8/24,Batticaloa,Beans,24750
4/8/24,Batticaloa,Cabbage,12500
4/8/24,Batticaloa,Tomatoes,65250
4/8/24,Batticaloa,Potatoes,94500
4/8/24,Batticaloa,Brinjals,54500
4/8/24,Batticaloa,Pumpkins,18000
4/8/24,Batticaloa,Spinach,42750
4/8/24,Jaffna,Carrots,69250
4/8/24,Jaffna,Beans,94500
4/8/24,Jaffna,Cabbage,13500
4/8/24,Jaffna,Tomatoes,74250
4/8/24,Jaffna,Potatoes,115250
4/8/24,Jaffna,Brinjals,70000
4/8/24,Jaffna,Pumpkins,17000
4/8/24,Jaffna,Spinach,111250
4/9/24,Colombo,Carrots,259200
4/9/24,Colombo,Beans,106200
4/9/24,Colombo,Cabbage,187200
4/9/24,Colombo,Tomatoes,264600
4/9/24,Colombo,Potatoes,169200
4/9/24,Colombo,Brinjals,392400
4/9/24,Colombo,Pumpkins,322200
4/9/24,Colombo,Spinach,398700
4/9/24,Kandy,Carrots,242400
4/9/24,Kandy,Beans,252600
4/9/24,Kandy,Cabbage,82200
4/9/24,Kandy,Tomatoes,243600
4/9/24,Kandy,Potatoes,214200
4/9/24,Kandy,Brinjals,30600
4/9/24,Kandy,Pumpkins,147600
4/9/24,Kandy,Spinach,264000
4/9/24,Batticaloa,Carrots,96250
4/9/24,Batticaloa,Beans,98000
4/9/24,Batticaloa,Cabbage,114000
4/9/24,Batticaloa,Tomatoes,90250
4/9/24,Batticaloa,Potatoes,92500
4/9/24,Batticaloa,Brinjals,77000
4/9/24,Batticaloa,Pumpkins,63250
4/9/24,Batticaloa,Spinach,20500
4/9/24,Jaffna,Carrots,35000
4/9/24,Jaffna,Beans,112500
4/9/24,Jaffna,Cabbage,73750
4/9/24,Jaffna,Tomatoes,106250
4/9/24,Jaffna,Potatoes,114750
4/9/24,Jaffna,Brinjals,116250
4/9/24,Jaffna,Pumpkins,97750
4/9/24,Jaffna,Spinach,94500
4/10/24,Colombo,Carrots,204300
4/10/24,Colombo,Beans,175500
4/10/24,Colombo,Cabbage,170100
4/10/24,Colombo,Tomatoes,124200
4/10/24,Colombo,Potatoes,171000
4/10/24,Colombo,Brinjals,239400
4/10/24,Colombo,Pumpkins,153000
4/10/24,Colombo,Spinach,193500
4/10/24,Kandy,Carrots,191400
4/10/24,Kandy,Beans,153600
4/10/24,Kandy,Cabbage,193800
4/10/24,Kandy,Tomatoes,287400
4/10/24,Kandy,Potatoes,100800
4/10/24,Kandy,Brinjals,227400
4/10/24,Kandy,Pumpkins,156000
4/10/24,Kandy,Spinach,44400
4/10/24,Batticaloa,Carrots,19000
4/10/24,Batticaloa,Beans,95000
4/10/24,Batticaloa,Cabbage,100000
4/10/24,Batticaloa,Tomatoes,65750
4/10/24,Batticaloa,Potatoes,39000
4/10/24,Batticaloa,Brinjals,88000
4/10/24,Batticaloa,Pumpkins,79750
4/10/24,Batticaloa,Spinach,19750
4/10/24,Jaffna,Carrots,17500
4/10/24,Jaffna,Beans,102750
4/10/24,Jaffna,Cabbage,17750
4/10/24,Jaffna,Tomatoes,38000
4/10/24,Jaffna,Potatoes,109500
4/10/24,Jaffna,Brinjals,101750
4/10/24,Jaffna,Pumpkins,31500
4/10/24,Jaffna,Spinach,101750
4/11/24,Colombo,Carrots,118800
4/11/24,Colombo,Beans,63000
4/11/24,Colombo,Cabbage,96300
4/11/24,Colombo,Tomatoes,318600
4/11/24,Colombo,Potatoes,296100
4/11/24,Colombo,Brinjals,339300
4/11/24,Colombo,Pumpkins,261900
4/11/24,Colombo,Spinach,162900
4/11/24,Kandy,Carrots,56400
4/11/24,Kandy,Beans,105000
4/11/24,Kandy,Cabbage,241200
4/11/24,Kandy,Tomatoes,33600
4/11/24,Kandy,Potatoes,174000
4/11/24,Kandy,Brinjals,31200
4/11/24,Kandy,Pumpkins,88200
4/11/24,Kandy,Spinach,226200
4/11/24,Batticaloa,Carrots,121750
4/11/24,Batticaloa,Beans,30500
4/11/24,Batticaloa,Cabbage,84750
4/11/24,Batticaloa,Tomatoes,19000
4/11/24,Batticaloa,Potatoes,87000
4/11/24,Batticaloa,Brinjals,119000
4/11/24,Batticaloa,Pumpkins,112250
4/11/24,Batticaloa,Spinach,111250
4/11/24,Jaffna,Carrots,111000
4/11/24,Jaffna,Beans,21750
4/11/24,Jaffna,Cabbage,40000
4/11/24,Jaffna,Tomatoes,69750
4/11/24,Jaffna,Potatoes,90000
4/11/24,Jaffna,Brinjals,65500
4/11/24,Jaffna,Pumpkins,70500
4/11/24,Jaffna,Spinach,80250
4/12/24,Colombo,Carrots,201600
4/12/24,Colombo,Beans,198900
4/12/24,Colombo,Cabbage,104400
4/12/24,Colombo,Tomatoes,52200
4/12/24,Colombo,Potatoes,104400
4/12/24,Colombo,Brinjals,386100
4/12/24,Colombo,Pumpkins,72000
4/12/24,Colombo,Spinach,436500
4/12/24,Kandy,Carrots,248400
4/12/24,Kandy,Beans,184200
4/12/24,Kandy,Cabbage,64200
4/12/24,Kandy,Tomatoes,272400
4/12/24,Kandy,Potatoes,156600
4/12/24,Kandy,Brinjals,217800
4/12/24,Kandy,Pumpkins,144600
4/12/24,Kandy,Spinach,31200
4/12/24,Batticaloa,Carrots,58000
4/12/24,Batticaloa,Beans,61000
4/12/24,Batticaloa,Cabbage,28250
4/12/24,Batticaloa,Tomatoes,82500
4/12/24,Batticaloa,Potatoes,63500
4/12/24,Batticaloa,Brinjals,116250
4/12/24,Batticaloa,Pumpkins,109750
4/12/24,Batticaloa,Spinach,53750
4/12/24,Jaffna,Carrots,92000
4/12/24,Jaffna,Beans,65750
4/12/24,Jaffna,Cabbage,120500
4/12/24,Jaffna,Tomatoes,26000
4/12/24,Jaffna,Potatoes,85750
4/12/24,Jaffna,Brinjals,116500
4/12/24,Jaffna,Pumpkins,117750
4/12/24,Jaffna,Spinach,72250
4/13/24,Colombo,Carrots,155700
4/13/24,Colombo,Beans,77400
4/13/24,Colombo,Cabbage,119700
4/13/24,Colombo,Tomatoes,62100
4/13/24,Colombo,Potatoes,124200
4/13/24,Colombo,Brinjals,353700
4/13/24,Colombo,Pumpkins,225000
4/13/24,Colombo,Spinach,433800
4/13/24,Kandy,Carrots,245400
4/13/24,Kandy,Beans,61200
4/13/24,Kandy,Cabbage,234600
4/13/24,Kandy,Tomatoes,281400
4/13/24,Kandy,Potatoes,60000
4/13/24,Kandy,Brinjals,123600
4/13/24,Kandy,Pumpkins,114000
4/13/24,Kandy,Spinach,229200
4/13/24,Batticaloa,Carrots,118250
4/13/24,Batticaloa,Beans,83000
4/13/24,Batticaloa,Cabbage,74000
4/13/24,Batticaloa,Tomatoes,36500
4/13/24,Batticaloa,Potatoes,116000
4/13/24,Batticaloa,Brinjals,48250
4/13/24,Batticaloa,Pumpkins,75500
4/13/24,Batticaloa,Spinach,48750
4/13/24,Jaffna,Carrots,69000
4/13/24,Jaffna,Beans,21000
4/13/24,Jaffna,Cabbage,51750
4/13/24,Jaffna,Tomatoes,104000
4/13/24,Jaffna,Potatoes,24250
4/13/24,Jaffna,Brinjals,58000
4/13/24,Jaffna,Pumpkins,68000
4/13/24,Jaffna,Spinach,30500
4/14/24,Colombo,Carrots,198000
4/14/24,Colombo,Beans,115200
4/14/24,Colombo,Cabbage,206100
4/14/24,Colombo,Tomatoes,391500
4/14/24,Colombo,Potatoes,112500
4/14/24,Colombo,Brinjals,175500
4/14/24,Colombo,Pumpkins,287100
4/14/24,Colombo,Spinach,395100
4/14/24,Kandy,Carrots,298200
4/14/24,Kandy,Beans,246600
4/14/24,Kandy,Cabbage,146400
4/14/24,Kandy,Tomatoes,201600
4/14/24,Kandy,Potatoes,297600
4/14/24,Kandy,Brinjals,258000
4/14/24,Kandy,Pumpkins,259200
4/14/24,Kandy,Spinach,99600
4/14/24,Batticaloa,Carrots,85500
4/14/24,Batticaloa,Beans,27000
4/14/24,Batticaloa,Cabbage,61250
4/14/24,Batticaloa,Tomatoes,56250
4/14/24,Batticaloa,Potatoes,77500
4/14/24,Batticaloa,Brinjals,117500
4/14/24,Batticaloa,Pumpkins,37000
4/14/24,Batticaloa,Spinach,90750
4/14/24,Jaffna,Carrots,122250
4/14/24,Jaffna,Beans,64750
4/14/24,Jaffna,Cabbage,67750
4/14/24,Jaffna,Tomatoes,111000
4/14/24,Jaffna,Potatoes,121750
4/14/24,Jaffna,Brinjals,123000
4/14/24,Jaffna,Pumpkins,31250
4/14/24,Jaffna,Spinach,64000
4/15/24,Colombo,Carrots,270000
4/15/24,Colombo,Beans,76500
4/15/24,Colombo,Cabbage,99000
4/15/24,Colombo,Tomatoes,415800
4/15/24,Colombo,Potatoes,206100
4/15/24,Colombo,Brinjals,167400
4/15/24,Colombo,Pumpkins,76500
4/15/24,Colombo,Spinach,166500
4/15/24,Kandy,Carrots,190800
4/15/24,Kandy,Beans,183000
4/15/24,Kandy,Cabbage,186000
4/15/24,Kandy,Tomatoes,211200
4/15/24,Kandy,Potatoes,126000
4/15/24,Kandy,Brinjals,269400
4/15/24,Kandy,Pumpkins,98400
4/15/24,Kandy,Spinach,49200
4/15/24,Batticaloa,Carrots,82500
4/15/24,Batticaloa,Beans,122000
4/15/24,Batticaloa,Cabbage,21000
4/15/24,Batticaloa,Tomatoes,40250
4/15/24,Batticaloa,Potatoes,13000
4/15/24,Batticaloa,Brinjals,101500
4/15/24,Batticaloa,Pumpkins,108000
4/15/24,Batticaloa,Spinach,46500
4/15/24,Jaffna,Carrots,86500
4/15/24,Jaffna,Beans,36750
4/15/24,Jaffna,Cabbage,12750
4/15/24,Jaffna,Tomatoes,41500
4/15/24,Jaffna,Potatoes,96500
4/15/24,Jaffna,Brinjals,34250
4/15/24,Jaffna,Pumpkins,82000
4/15/24,Jaffna,Spinach,91250
4/16/24,Colombo,Carrots,154800
4/16/24,Colombo,Beans,171900
4/16/24,Colombo,Cabbage,154800
4/16/24,Colombo,Tomatoes,217800
4/16/24,Colombo,Potatoes,299700
4/16/24,Colombo,Brinjals,96300
4/16/24,Colombo,Pumpkins,440100
4/16/24,Colombo,Spinach,261000
4/16/24,Kandy,Carrots,105000
4/16/24,Kandy,Beans,99000
4/16/24,Kandy,Cabbage,54600
4/16/24,Kandy,Tomatoes,227400
4/16/24,Kandy,Potatoes,100800
4/16/24,Kandy,Brinjals,258000
4/16/24,Kandy,Pumpkins,79800
4/16/24,Kandy,Spinach,127200
4/16/24,Batticaloa,Carrots,36750
4/16/24,Batticaloa,Beans,30500
4/16/24,Batticaloa,Cabbage,38500
4/16/24,Batticaloa,Tomatoes,32000
4/16/24,Batticaloa,Potatoes,118750
4/16/24,Batticaloa,Brinjals,96250
4/16/24,Batticaloa,Pumpkins,85250
4/16/24,Batticaloa,Spinach,71000
4/16/24,Jaffna,Carrots,80750
4/16/24,Jaffna,Beans,113000
4/16/24,Jaffna,Cabbage,56250
4/16/24,Jaffna,Tomatoes,59500
4/16/24,Jaffna,Potatoes,32250
4/16/24,Jaffna,Brinjals,72750
4/16/24,Jaffna,Pumpkins,112750
4/16/24,Jaffna,Spinach,49250
4/17/24,Colombo,Carrots,88200
4/17/24,Colombo,Beans,163800
4/17/24,Colombo,Cabbage,242100
4/17/24,Colombo,Tomatoes,251100
4/17/24,Colombo,Potatoes,114300
4/17/24,Colombo,Brinjals,400500
4/17/24,Colombo,Pumpkins,81000
4/17/24,Colombo,Spinach,224100
4/17/24,Kandy,Carrots,244800
4/17/24,Kandy,Beans,293400
4/17/24,Kandy,Cabbage,210000
4/17/24,Kandy,Tomatoes,271200
4/17/24,Kandy,Potatoes,144000
4/17/24,Kandy,Brinjals,199800
4/17/24,Kandy,Pumpkins,232800
4/17/24,Kandy,Spinach,213600
4/17/24,Batticaloa,Carrots,27500
4/17/24,Batticaloa,Beans,15750
4/17/24,Batticaloa,Cabbage,39000
4/17/24,Batticaloa,Tomatoes,54500
4/17/24,Batticaloa,Potatoes,87500
4/17/24,Batticaloa,Brinjals,62000
4/17/24,Batticaloa,Pumpkins,68250
4/17/24,Batticaloa,Spinach,77000
4/17/24,Jaffna,Carrots,34500
4/17/24,Jaffna,Beans,41000
4/17/24,Jaffna,Cabbage,54250
4/17/24,Jaffna,Tomatoes,58250
4/17/24,Jaffna,Potatoes,35500
4/17/24,Jaffna,Brinjals,108750
4/17/24,Jaffna,Pumpkins,89250
4/17/24,Jaffna,Spinach,39250
4/18/24,Colombo,Carrots,409500
4/18/24,Colombo,Beans,335700
4/18/24,Colombo,Cabbage,258300
4/18/24,Colombo,Tomatoes,400500
4/18/24,Colombo,Potatoes,270000
4/18/24,Colombo,Brinjals,108000
4/18/24,Colombo,Pumpkins,183600
4/18/24,Colombo,Spinach,82800
4/18/24,Kandy,Carrots,169200
4/18/24,Kandy,Beans,178200
4/18/24,Kandy,Cabbage,82200
4/18/24,Kandy,Tomatoes,289200
4/18/24,Kandy,Potatoes,123000
4/18/24,Kandy,Brinjals,90600
4/18/24,Kandy,Pumpkins,286800
4/18/24,Kandy,Spinach,81600
4/18/24,Batticaloa,Carrots,23750
4/18/24,Batticaloa,Beans,70000
4/18/24,Batticaloa,Cabbage,123000
4/18/24,Batticaloa,Tomatoes,74000
4/18/24,Batticaloa,Potatoes,48250
4/18/24,Batticaloa,Brinjals,29750
4/18/24,Batticaloa,Pumpkins,51250
4/18/24,Batticaloa,Spinach,50500
4/18/24,Jaffna,Carrots,75500
4/18/24,Jaffna,Beans,67500
4/18/24,Jaffna,Cabbage,109500
4/18/24,Jaffna,Tomatoes,83000
4/18/24,Jaffna,Potatoes,43500
4/18/24,Jaffna,Brinjals,119250
4/18/24,Jaffna,Pumpkins,20000
4/18/24,Jaffna,Spinach,20250
4/19/24,Colombo,Carrots,54000
4/19/24,Colombo,Beans,169200
4/19/24,Colombo,Cabbage,72900
4/19/24,Colombo,Tomatoes,260100
4/19/24,Colombo,Potatoes,189000
4/19/24,Colombo,Brinjals,439200
4/19/24,Colombo,Pumpkins,133200
4/19/24,Colombo,Spinach,334800
4/19/24,Kandy,Carrots,283800
4/19/24,Kandy,Beans,126000
4/19/24,Kandy,Cabbage,151200
4/19/24,Kandy,Tomatoes,188400
4/19/24,Kandy,Potatoes,77400
4/19/24,Kandy,Brinjals,202800
4/19/24,Kandy,Pumpkins,202200
4/19/24,Kandy,Spinach,199200
4/19/24,Batticaloa,Carrots,17250
4/19/24,Batticaloa,Beans,90000
4/19/24,Batticaloa,Cabbage,20750
4/19/24,Batticaloa,Tomatoes,66250
4/19/24,Batticaloa,Potatoes,23250
4/19/24,Batticaloa,Brinjals,13500
4/19/24,Batticaloa,Pumpkins,72000
4/19/24,Batticaloa,Spinach,77250
4/19/24,Jaffna,Carrots,52500
4/19/24,Jaffna,Beans,117000
4/19/24,Jaffna,Cabbage,43750
4/19/24,Jaffna,Tomatoes,38250
4/19/24,Jaffna,Potatoes,116250
4/19/24,Jaffna,Brinjals,112250
4/19/24,Jaffna,Pumpkins,42500
4/19/24,Jaffna,Spinach,112000
4/20/24,Colombo,Carrots,212400
4/20/24,Colombo,Beans,173700
4/20/24,Colombo,Cabbage,299700
4/20/24,Colombo,Tomatoes,82800
4/20/24,Colombo,Potatoes,135900
4/20/24,Colombo,Brinjals,193500
4/20/24,Colombo,Pumpkins,284400
4/20/24,Colombo,Spinach,297900
4/20/24,Kandy,Carrots,219600
4/20/24,Kandy,Beans,64800
4/20/24,Kandy,Cabbage,156600
4/20/24,Kandy,Tomatoes,265200
4/20/24,Kandy,Potatoes,218400
4/20/24,Kandy,Brinjals,67200
4/20/24,Kandy,Pumpkins,289200
4/20/24,Kandy,Spinach,234600
4/20/24,Batticaloa,Carrots,94000
4/20/24,Batticaloa,Beans,123250
4/20/24,Batticaloa,Cabbage,57000
4/20/24,Batticaloa,Tomatoes,33750
4/20/24,Batticaloa,Potatoes,73000
4/20/24,Batticaloa,Brinjals,19000
4/20/24,Batticaloa,Pumpkins,57500
4/20/24,Batticaloa,Spinach,69500
4/20/24,Jaffna,Carrots,95500
4/20/24,Jaffna,Beans,17000
4/20/24,Jaffna,Cabbage,41000
4/20/24,Jaffna,Tomatoes,76000
4/20/24,Jaffna,Potatoes,37750
4/20/24,Jaffna,Brinjals,94250
4/20/24,Jaffna,Pumpkins,15500
4/20/24,Jaffna,Spinach,47250
4/21/24,Colombo,Carrots,284400
4/21/24,Colombo,Beans,369900
4/21/24,Colombo,Cabbage,195300
4/21/24,Colombo,Tomatoes,267300
4/21/24,Colombo,Potatoes,235800
4/21/24,Colombo,Brinjals,122400
4/21/24,Colombo,Pumpkins,146700
4/21/24,Colombo,Spinach,315000
4/21/24,Kandy,Carrots,253800
4/21/24,Kandy,Beans,292800
4/21/24,Kandy,Cabbage,274200
4/21/24,Kandy,Tomatoes,39600
4/21/24,Kandy,Potatoes,87000
4/21/24,Kandy,Brinjals,33600
4/21/24,Kandy,Pumpkins,76800
4/21/24,Kandy,Spinach,155400
4/21/24,Batticaloa,Carrots,105500
4/21/24,Batticaloa,Beans,14250
4/21/24,Batticaloa,Cabbage,115250
4/21/24,Batticaloa,Tomatoes,38500
4/21/24,Batticaloa,Potatoes,58750
4/21/24,Batticaloa,Brinjals,41750
4/21/24,Batticaloa,Pumpkins,41250
4/21/24,Batticaloa,Spinach,46500
4/21/24,Jaffna,Carrots,64250
4/21/24,Jaffna,Beans,30000
4/21/24,Jaffna,Cabbage,95500
4/21/24,Jaffna,Tomatoes,56000
4/21/24,Jaffna,Potatoes,119250
4/21/24,Jaffna,Brinjals,119250
4/21/24,Jaffna,Pumpkins,20500
4/21/24,Jaffna,Spinach,49500
4/22/24,Colombo,Carrots,423900
4/22/24,Colombo,Beans,183600
4/22/24,Colombo,Cabbage,226800
4/22/24,Colombo,Tomatoes,120600
4/22/24,Colombo,Potatoes,395100
4/22/24,Colombo,Brinjals,357300
4/22/24,Colombo,Pumpkins,195300
4/22/24,Colombo,Spinach,288000
4/22/24,Kandy,Carrots,93600
4/22/24,Kandy,Beans,184200
4/22/24,Kandy,Cabbage,191400
4/22/24,Kandy,Tomatoes,243600
4/22/24,Kandy,Potatoes,249000
4/22/24,Kandy,Brinjals,111600
4/22/24,Kandy,Pumpkins,217200
4/22/24,Kandy,Spinach,124800
4/22/24,Batticaloa,Carrots,102750
4/22/24,Batticaloa,Beans,105250
4/22/24,Batticaloa,Cabbage,78500
4/22/24,Batticaloa,Tomatoes,98000
4/22/24,Batticaloa,Potatoes,44500
4/22/24,Batticaloa,Brinjals,27000
4/22/24,Batticaloa,Pumpkins,100000
4/22/24,Batticaloa,Spinach,61250
4/22/24,Jaffna,Carrots,76000
4/22/24,Jaffna,Beans,112000
4/22/24,Jaffna,Cabbage,99250
4/22/24,Jaffna,Tomatoes,123000
4/22/24,Jaffna,Potatoes,73500
4/22/24,Jaffna,Brinjals,17250
4/22/24,Jaffna,Pumpkins,24250
4/22/24,Jaffna,Spinach,103000
4/23/24,Colombo,Carrots,216000
4/23/24,Colombo,Beans,324900
4/23/24,Colombo,Cabbage,341100
4/23/24,Colombo,Tomatoes,380700
4/23/24,Colombo,Potatoes,227700
4/23/24,Colombo,Brinjals,48600
4/23/24,Colombo,Pumpkins,335700
4/23/24,Colombo,Spinach,90000
4/23/24,Kandy,Carrots,108600
4/23/24,Kandy,Beans,201600
4/23/24,Kandy,Cabbage,82200
4/23/24,Kandy,Tomatoes,176400
4/23/24,Kandy,Potatoes,70200
4/23/24,Kandy,Brinjals,70200
4/23/24,Kandy,Pumpkins,63600
4/23/24,Kandy,Spinach,88800
4/23/24,Batticaloa,Carrots,54500
4/23/24,Batticaloa,Beans,25500
4/23/24,Batticaloa,Cabbage,105750
4/23/24,Batticaloa,Tomatoes,84750
4/23/24,Batticaloa,Potatoes,57000
4/23/24,Batticaloa,Brinjals,99750
4/23/24,Batticaloa,Pumpkins,98250
4/23/24,Batticaloa,Spinach,124500
4/23/24,Jaffna,Carrots,75000
4/23/24,Jaffna,Beans,79000
4/23/24,Jaffna,Cabbage,97500
4/23/24,Jaffna,Tomatoes,79500
4/23/24,Jaffna,Potatoes,18750
4/23/24,Jaffna,Brinjals,71750
4/23/24,Jaffna,Pumpkins,117750
4/23/24,Jaffna,Spinach,33750
4/24/24,Colombo,Carrots,317700
4/24/24,Colombo,Beans,208800
4/24/24,Colombo,Cabbage,358200
4/24/24,Colombo,Tomatoes,111600
4/24/24,Colombo,Potatoes,431100
4/24/24,Colombo,Brinjals,85500
4/24/24,Colombo,Pumpkins,207000
4/24/24,Colombo,Spinach,387900
4/24/24,Kandy,Carrots,136800
4/24/24,Kandy,Beans,198600
4/24/24,Kandy,Cabbage,139200
4/24/24,Kandy,Tomatoes,46200
4/24/24,Kandy,Potatoes,157800
4/24/24,Kandy,Brinjals,53400
4/24/24,Kandy,Pumpkins,31800
4/24/24,Kandy,Spinach,161400
4/24/24,Batticaloa,Carrots,103750
4/24/24,Batticaloa,Beans,105500
4/24/24,Batticaloa,Cabbage,103000
4/24/24,Batticaloa,Tomatoes,112250
4/24/24,Batticaloa,Potatoes,42250
4/24/24,Batticaloa,Brinjals,113250
4/24/24,Batticaloa,Pumpkins,94500
4/24/24,Batticaloa,Spinach,79000
4/24/24,Jaffna,Carrots,117500
4/24/24,Jaffna,Beans,124750
4/24/24,Jaffna,Cabbage,34750
4/24/24,Jaffna,Tomatoes,48750
4/24/24,Jaffna,Potatoes,39500
4/24/24,Jaffna,Brinjals,124250
4/24/24,Jaffna,Pumpkins,15250
4/24/24,Jaffna,Spinach,89250
4/25/24,Colombo,Carrots,438300
4/25/24,Colombo,Beans,100800
4/25/24,Colombo,Cabbage,207000
4/25/24,Colombo,Tomatoes,408600
4/25/24,Colombo,Potatoes,110700
4/25/24,Colombo,Brinjals,291600
4/25/24,Colombo,Pumpkins,381600
4/25/24,Colombo,Spinach,136800
4/25/24,Kandy,Carrots,202200
4/25/24,Kandy,Beans,76800
4/25/24,Kandy,Cabbage,296400
4/25/24,Kandy,Tomatoes,201600
4/25/24,Kandy,Potatoes,204000
4/25/24,Kandy,Brinjals,265800
4/25/24,Kandy,Pumpkins,247800
4/25/24,Kandy,Spinach,34200
4/25/24,Batticaloa,Carrots,112000
4/25/24,Batticaloa,Beans,23500
4/25/24,Batticaloa,Cabbage,68000
4/25/24,Batticaloa,Tomatoes,99000
4/25/24,Batticaloa,Potatoes,58250
4/25/24,Batticaloa,Brinjals,27500
4/25/24,Batticaloa,Pumpkins,54000
4/25/24,Batticaloa,Spinach,67500
4/25/24,Jaffna,Carrots,81250
4/25/24,Jaffna,Beans,122250
4/25/24,Jaffna,Cabbage,19000
4/25/24,Jaffna,Tomatoes,42250
4/25/24,Jaffna,Potatoes,47500
4/25/24,Jaffna,Brinjals,62750
4/25/24,Jaffna,Pumpkins,22750
4/25/24,Jaffna,Spinach,116750
4/26/24,Colombo,Carrots,62100
4/26/24,Colombo,Beans,358200
4/26/24,Colombo,Cabbage,378000
4/26/24,Colombo,Tomatoes,166500
4/26/24,Colombo,Potatoes,369000
4/26/24,Colombo,Brinjals,355500
4/26/24,Colombo,Pumpkins,158400
4/26/24,Colombo,Spinach,370800
4/26/24,Kandy,Carrots,259200
4/26/24,Kandy,Beans,111000
4/26/24,Kandy,Cabbage,93600
4/26/24,Kandy,Tomatoes,66000
4/26/24,Kandy,Potatoes,52800
4/26/24,Kandy,Brinjals,39000
4/26/24,Kandy,Pumpkins,87000
4/26/24,Kandy,Spinach,86400
4/26/24,Batticaloa,Carrots,17750
4/26/24,Batticaloa,Beans,62250
4/26/24,Batticaloa,Cabbage,90250
4/26/24,Batticaloa,Tomatoes,77500
4/26/24,Batticaloa,Potatoes,24750
4/26/24,Batticaloa,Brinjals,57500
4/26/24,Batticaloa,Pumpkins,102500
4/26/24,Batticaloa,Spinach,20250
4/26/24,Jaffna,Carrots,115500
4/26/24,Jaffna,Beans,93000
4/26/24,Jaffna,Cabbage,29500
4/26/24,Jaffna,Tomatoes,61250
4/26/24,Jaffna,Potatoes,20000
4/26/24,Jaffna,Brinjals,59000
4/26/24,Jaffna,Pumpkins,71500
4/26/24,Jaffna,Spinach,78250
4/27/24,Colombo,Carrots,184500
4/27/24,Colombo,Beans,212400
4/27/24,Colombo,Cabbage,378000
4/27/24,Colombo,Tomatoes,96300
